Interactor 1	Interactor 2
Tm1	osk|E(To)12
Opa1	Chchd2
Eogt|Dcr-2	Delta
smo	E(smoDN)1485
pnr	EP3263
rod	shtd
Ubx	kz
rhea	if
Mad	Dad
Dcr-1|w	FBXO11
pbl	flfl
Ntan1	yki
pbl	Wnt5
sens	E(ls)1
pnr	EP382
Nup44A	Nprl2
pHCl-2	Ilp2
w	esc
Raf	geminin
fzr	pim
N|Antp	exd
sna	elB
ea	pip
Dcp-1	Acn
trx	Hsc70-4
upd1	spri
ap	mod(mdg4)
Egfr	Mi-2
Zip71B	Zip48C
dsh	dve
Prosβ2	Atg6
bchs	Atg8a
rpr	Cdk7
dac	hh
Kr	crol
Pp2B-14D	Crtc
L	wg
Hr4	Ras85D
Blos1	Rab32
Pcl	E(Pc)
ninaE	CG12362
w	Wow
trh	Akt
btl::Egfr	Prp40
ex	Tao
RhoGAP19D	l(2)gl
hid	Rab11
Myt1	stg
N	anon-XVIII
kibra	CycE
lncRNA:roX1	Elp1
tkv	Snoo
Smox	wb
Sxl|da	pps
Zip71B	Zip99C
ena	p120ctn
Ctr1A	Ctr1C
fog	rho-7
ec	nmo
ct|lncRNA:flam	aub
EcR	ab
H	vn
mei-9	pch2
Akt	Sesn
pk	dsh
sima	park
Stat92E	Ras85D
Rheb	AMPKα
crm	Pcl
Ras85D|l(2)gl	Traf6
UQCR-Q	Wwox
Psc	mbf1
ddbt	lok
ap	Lim3
Torsin	Pu
mbl	rpr
sd	Jra
Sulf1	Egfr
Dg	aos
crb	kst
Pi3K21B	Pi3K92E::Hsap\PIK3CD
bsk	whd
upd1	CG17574
Pi3K92E	His4
Ret	SCAR
DnaJ-1	Hsp83
f	e(w<up>e</up>)
kon	ft
smo	E(smoDN)1338
Nipped-B	c(2)M
bsk|BubR1	dap
mir-965	wg
okr	c(3)G
mtrm	polo
trc	cbc
Gβ76C	Gαq
spartin	futsch
N	EP383
scb	sog
Pisd	Rab7
Sol1	KaiR1D
spir	Cf2
Tom	Su(H)
Kr	sty
step	shg
lok	EP902
Octβ2R	CaMKII
N|E(spl)m8-HLH	da
ato	Egfr::tor
H	Snr1
DJ-1α	Pten
Ilp8	tor
Nsf2	GS32
mbl	CG15435
HipHop	ms(3)K81
PGRP-LF	Dredd
bgm	hll
Tm1|osk	E(To)4
kuz	H
Dhx15	p38a
Arr2	CDase
L	Dad
bw	tai
ap	Ssdp
Arms	IKKβ
Pc	kto
mir-8	Ser
Ras85D|dlg1	slif
nanos	dpp
ct	Topors
Scox	rpr
mop	Cbl
L	CG7920
siz	sli
Snr1	bi
vg	ap
bsk	aop
mid	wg
br	E(br)444
Dref	Phf7
TrpA1	Trhn
pbl	CG30016
stwl	pum
aos	pnt
w	E(w<up>a</up>)818
Shrm	Egfr
tn	sls
exp	Cdc42
Patj	shg
brm	CG10348
Dys	uif
Zip89B	ZnT63C
stwl	grim
pnr	EP3186
park	ATPsynβ
arm	pan::pygo
E2f1	bel
milt	tau
Gyc76C	cv-2|cv|sog
lush	Or67d
tmod	sals
arm	crb
mod(mdg4)	Su(mg)1-2
bw	Mod(Prat:bw)3-1
CG42709	N
vir	mle
brm	Spn43Ab
Tcs5	Rab35
Ras85D|scrib	Mmp1
btl|stumps	EP1200
nmo	dpp
CG6015	bam
Src42A	Su(SuRaf1)11
upd1	esg
αTub84B	Tbce
Met	br
Octβ2R	Octβ3R
E2f1	pho
Snr1	sens
spz5|kek6	CaMKII
comm	Sdc
sesB	para
TrpA1	Dop1R1
bip1	Stat92E
da	Su(da<up>lyh</up>)22C6
mir-7	bam
Sox21a	Timp
Dg	robo1
Kr	Eip75B
p53	hid
tkv|vvl	btl
rpr	Den1
grn	unc-5
Gug	wts
wg	slp2
pyd	N
Sec15	N
siz	fra
smo	mirr
ac	Bx
brat	osa
tor	Su(tor)2-4
twi|br	Mef2
E(Pc)	E(z)
ct	Aef1
Delta|lola|psq	Rbf
RpS5b	RpS5a
Tak1	p53
Dref	l(1)G0372
shi	Vang
mei-41	CycB|CycA
Nsf2	sac
pnr	Myd88
rst	morgue
sei	Ca-α1D
Pvr	CHES-1-like
baz	Rho1
mys	mam
dlg1	Rel
pnr	EP2087
Rel	bmm
pAbp	larp
Hk	eag
Ras85D|scrib	Prat2
Rab30	hep
pygo	CtBP
ClC-b	PGRP-LE
mei-9	tws
sds22	puc
Tollo|Toll-6	18w
gbb	Dys
Su(H)	E(Egfr)B56
InR	dock|Ptp61F
sens	S(ls)5
Myc	hep
baz	Cul5
pnr	Orct2
Nf1	Pka-C1
bw	Mod(Prat:bw)2-3
brm	gsb-n
brm	Apc2
snk	pip
brat	Men
drk	Ras85D
upd3	dome
sli	Sos
E(spl)mα-BFM	N
Ras85D|scrib	Col4a1|vkg
Cisd	Atg8a
Snx3	wls
l(2)gl	Rheb
nej	CrebA
pnt	stg
Zip71B	Zip102B
Pvr	Amun
amos	Brd
rod	Sod2|Cat
Nsf2	RpS2
Ras85D	EK3-3
kibra	sav
PolQ	DNAlig4
LIMK1	bs
mira	swa
car	Cys
rho	rho-5
pnr	CG46385
Tsc1|gig	Cpsf160
G9a	EcR
Tsc1|gig	S6k
Iswi	eff
EcR	Pten
parvin	Pten
phyl	CG10588
pbl	Pdk1
AdamTS-A	vkg
pnr	EP646
Kr	l(3)j2C3
Dg	vimar
Antp	al
wts	Tao
N	e(fa<up>swb</up>)
Polr2B	su(RpII140<up>Z36</up>)S11
Fmr1	aPKC
Imp	mub
Art1	dpp
Tlk	asf1
Egfr|psq	caps
Pss	Akt
fz2	dco
αTub84B	Atat
mir-9a	sens
Tm1	vas
pnr	EP1095
ct	rgr
tsr	PI31
ssp	wg
pnr	dgo
stwl	hid
heca	hop
lap	Atx2
prd1	Cul1
E2f1	Su(E1)-L
pnr	EP1246
Ote	Diap1
nub	wg
piwi	l(3)99Dg
N	lark
Rbf	lola
tor	lilli
Su(H)	ci
rpr	Corp
Ret	l(3)S009515
pbl	pigs
synr	Atg5
Su(var)3-3	APC7
RanBPM	shg
p53	lok
Dcr-1	CycE
skd|pb	Scr
norpA	Pld
bw	CG13895
Pi3K59F	Buffy
park	Mul1
scw	sog
Rac2	CycE
cutlet	RfC4
Gcna	mh
trol	eve
crm	Su(var)3-9
Tak1	lncRNA:Hsrω
ds	dsh
robo1	fra::robo1
bs	Bap170
Egfr::tor	Stat92E
Akt	Tl
upd1	kto
Nab2	puc
Uvrag	mam
L	EP1410
Src42A	S
CycJ|armi	lok
NiPp1	Pp1-87B
yki	Incenp
png	dap
spi	Krn
Irc	Duox
smo	E(smoDN)918
PPP1R15	PEK
Mnat9	wts
dpp	Su(hh)VII
Dark	foxo
pbl	Tlk
Su(z)12	Pcl
peb	not
Rel	mtd
gig	S6k
peb	dac
Ser	upd1
Arf1	Pld
Axud1	Cdk1
REG	Myc
Not1	esc
png	l(2)10481
Neto	gbb
mir-306	bam
scrib	Def
dpp	jhamt
Ppt1	Fas2
Prosβ5	hts
14-3-3ζ	Pi3K68D
aop	eya
dsh	Rac1
lqf	AP-2α
Pi3K92E	RpS3A
sev|Ras85D	Taf1
pbl	sip1
prd1	AP-2α
smo	E(smoDN)203
Marf	Miga
l(2)gl	Stat92E
pk	fz
wg	ap
brm	CG15803
puc	pan
tkv	lili
kay	CRIF
Socs44A	Sos
ci	kn
AstA-R2	Akh
Pez	yki
Clk	wake
loaf	Liprin-α
hrm	mTor
Vrp1	dock
nej	RhoGAP93B
Fas2	aos
Klp61F	Klp54D
fra	Abl
kay	svp
l(2)gl	pnt
Gαs	dnc
Dop2R	Gad1
Spn77Ba	MP1
comt	shi
scrib	hth
Ras85D	Prp19
mir-92a	sha
sli|robo1	ena
lic	bsk
spn-B	mei-217
Acn	PpV
Dysb	comt
bwk	Src42A
Gba1b	Gba1a
Atg1	CstF64
ksr::tor	NFAT
Snr1	Ptr
Bx	Cyp6d4
eIF4E1|park	Thor
sty	aop
osk	Su(osk)G28
slpr	kay
zip	cno
fra	comm
sc|sisA	mle
Syx7	bsk
Src42A	Cortactin
Ppt1	mys
bw	Hr39
lig	Diap1
dpy	e(dpy<up>v</up>)
Alg3	egr
br	E(br)121
Snr1	L
pbl	ras
Rab5	Zw
dnc	Fmr1
chb	Npc2a
pnr	Vti1b
Cip4	Cdc42
Nak	Chc
RacGAP84C	grp
rl	Ras85D|scrib
mira	Su(Mir)2A2-1
arm|aPKC	sgg
Vang	fw
Atx-1	sens
SIFa	Nf1
neur	H
cactin	Rab5
mav	Ret
mew	blo
mbl	TBPH
gl	E(gl)3A
gro	wg
eas	sna
Dys	Cam
iPLA2-VIA	Vps35
pnr	Patr-1
kay	sgg
snRNA:U12	Pcyt2
sha	fz
Snr1	CycD
Ced-12	drpr
mei-41	twe
Nadk1a	Pdha
Ser	sd
brm	Rab27
ash1|trx	E(z)
otu	pea
EcR	Iswi
hppy	Diap1
Septin4	Nedd4
fz2|Wnt4|Wnt10	fz
Nsf2	fng
βTub85D	αTub84B
osk	Su(osk)3-O26
mam	ct
gce	Met
chic	Abl
Egfr	aos
lqfR	arm
para	Khc
ph-p	fj
Raf	EY2-5
Atg8a	Rab7
Fas2	Gαs
rpr	esc
rdgA	laza
ft	Mer
aos	soba
par-1	futsch
Ras85D	Rab11
PsGEF	Rac1
gcm	AGO1
btl	btl::htl
N	fru
snRNA:U12	Zmynd10
hid|nito	spen
htl	htl::tor
ash1|trx	mod(mdg4)
Ras85D	phyl
gbb	Dad
Nsf2	CG10801
ey	dpp
lz	su(Hw)
Ras85D	Myc
Cln3	Cisd
Su(H)	Mnr
ZnT35C	Zip71B
cmb	frtz
wts	ACC
Pink1	Sin1
Atg1	mask
dlp	Sulf1
EcR	Nurf-38
Delta	su(f)
mtm	Arpc1
ninaE	Cdk7
Vap33	Sod1
su(Hw)|Ubx	Nipped-B
Not1	Atx2
Zir	Rac2
dpp	Su(dpp)YE10
da|Sxl	Ythdf
ap	Delta
ru	Syx5
scrib	puc
LanB1	org-1
N	srl
Daxx	puc
Nadk1a	Zw
zip	fz
CycD|Cdk4	Ets97D
mod(mdg4)	Su(mg)1-8
Eogt|Dcr-2	e(r)
Polr2B	su(RpII140<up>Z36</up>)S5
Grip	ed
Sin3A	puc
siz	blow
Nf1	CCKLR-17D1
mam	dx
Pten	Ldh
Rae1	Atg2
Appl	kuz
Pten	S6k
hid	Dsor1
Gαi	insc
foxo	path
ph-p	salm
Rab11	gish
PEK	CycE
Dronc	Men
Bx	pnt
wntD	Cerk
Ptpmeg	Egfr
Spn27A	spz
βTub56D	pins
jar	shg
cathD	schlank
Rdh1	mdy
slmb|ago	gcm
cup	Hsp83
Tmep	Nmnat
MTF-1	CG10505
wg	da
lqf	Delta
mod(mdg4)	Su(mg)3-3
Klp61F	asp
if	EcR
Mhc	Vinc
par-1	shi
Abl	dia
Marf	Pdha
Pp2B-14D|CanB	RasGAP1
cindr	Cul3
cry|Rh5|norpA	Rh6
qvr	nAChRβ3
pbl	Ilp8
Snr1	Fs
apb	ap
RanGAP	cuff
Snr1	Optix
N	esg
Hsc70-5	Rph
AP-2α	AP-2σ
kcc	jus
bek	ftz
tkv	Cdc42
hid	aos|Ack
Dref	TAF1C-like
grim	scny
Ppt1	Jarid2
smo	Cad99C
Mpped	Dredd
Fmr1	SmD3
a(3)48	a(2)48
Gyc76C	trol
Pc	Nipped-B
cindr	siz
par	Su(par)
pnr	D1
Snr1	slgA
Dap160	wit
Bx	shn
wg	p53
svp	usp
vn	CycG
sina	fry
Egfrap|Ras85D	PVRAP
Tom40	Atg12
Myc	Rab5
zyd	Cam
LIMK1	br
Bx	pnr
ato	ed
bsk	msn
btl|stumps	EP2444
rho|vn	Egfr
DCTN1-p150	fan
Dfd	N
Syx1A	Pdk
tor	rl
Paics	tok
hrg	N
PRL-1	Gr21a
XNP	jing
tkv	pnr
Prosβ2|Prosβ6	CG9588
Pten	Rheb
phyl	esg
Rho1	sqh
chb	E(bx)
btl	knrl
Rpp30	sqd
Ptth	TrpA1
sev|Ras85D	SR3-8
dx	f06222
E2f1	gfzf
mxc	sxc
frac	Mmp2
hid	msn
amos	N
sim|jing	tgo
hid	rpr|grim
polo	pch2
rho	Vps28
Cu-3	Bl
w	loqs
brm	sdt
ham	N
hid	Acox1
N	Acsl
E2f1	arm
Six4	pros
ena	IRSp53
lola	sli
slbo	Blimp-1
Nop17l	Pp1-87B
Tak1	bsk
FASN1	Sirt1
N	rictor
Acsl	Kr
H	net
rux	swm
pbl	sca
ru	rho
trk	sty
chico	mir-278
drl	fz
Dys	Dyb
Lkb1	hep
Sirt1	puc
L	sgg
et	hop
cindr	CG32369
shrb	cora
Lpt	ash2
sev|Ras85D	βggt-I
Pc	Scr
eas	Acly
ct	chic
Lrrk	mir-184
αTub67C	Khc
Nadk1a	bmm
Snr1	rho
gcm	Hr39
Rbf	psidin
Raf	Su(phl)6
tld	sog
pnr	TMEM216
Nrx-1	wit
brm	lin-28
park	Drp1
p53	mir-278
E2f2	Mcm2
jus	shi
nej	Nrg
bw	jim
Nf1	jeb
Vha55	N
pbl	Pfrx
pb	MED17|skd
run	M(2)53
rdgA	trp|trpl
Sirt1	DnaJ-H
tsl	Stat92E
Pvr	Tie
mod(mdg4)	Su(mg)2-2
amos	da
TBC1d7	Ilp2
Coq2	Atg6
Syx7	Tab2
Delta	RpL9
Hr51	Tsc1
Mlf	lz
Polr2B	su(RpII140<up>Z36</up>)S8
osk	Su(osk)D20
TrpA1	rut
flw	rhea
pip	Vml
CheB42a	tra
Afg3l2	Hsp60A
ninaE	Rh3
pnr	tai
N	anon-XIV
CanB2	fliI
shot	CycE
kni	rho
arm|nito	spen
y|mod(mdg4)	Cp190
beat-Ia	beat-Ic
CG9932	CycE
Ptp52F	Ptp10D|Ptp4E
Ras85D|l(2)gl	Rox8
lace	Dscam1
dlg1	Zw
mtm	sqh
Alms1a	upd1
Bar	su(Bar)
sgg	Arf6
chb	par-1
Jra	Jra::kay
Mnat9	ex
w	E(GMR-wIR)A28
htl	Cat
Sema1a	Rho1
Gαq	Itpr
arm	da
Tpl	Su(Tpl)
Pink1|trc	Marf
EcR	mir-let7
Rpp30	lok
emp	Src42A
Nop60B	raptor
cindr	Kpc1
Snr1	CG10348
hh	gpp
Pdha	Zw
Ubqn	Vha68-2
Sos|Dsor1	cln
RpL7	Ilp8
mus301	mei-41
upd1	BuGZ
cpx	wit
chas	dpy
slpr	Mtl|Rac1|Rac2
sstn	Rho1
H	Bar
Frl	Cdc42
numb	Myc|HUWE1
Rbf	E2f1
Hrs	wg
Fs	daw
SH3PX1	pnt
Trxr1	Sod1
Ras85D|l(2)gl	wgn
foxo	Etl1
Madm	Dysb
Smn	Sod1
Ras85D	mTor
atos	Iml1
wg	nito
p120ctn	Arf1
Src42A	boss
Ras85D|l(2)gl	ben
hid	gl
norpA	Tsc1|gig
snf|Sxl	snRNP-U1-70K
Sod2	Lsd-1
Dlg5	Diap1
trx|brm	Su(z)7
smo	E(smoDN)1857
S	shg
Polr2B	su(RpII140<up>Z36</up>)S18
Imp	jigr1
Egfr	trol
ptc	Nhe2
Ras85D|p53|CycE|Med	Wee1
slmb	aPKC
Ras85D	bs
tadr	CG13248
cact	cact::Hsap\NFKBIA
Egfr|psq	rpr
Ras85D	Taf1
H	Mnr
wg	oro
aop	Su(Tpl)
jus	E(sda)F
Scr	M(3)80
bw	Pur-α
net	S
kni	Res
N	Myc|Marf
msl-2	Polr2A
unc-5	eve
smo	E(smoDN)2047
scrib	egr
cindr	sina
sgg	osa
spz5|NT1	kek5
polo	mts
Myc|ref(2)P	Keap1
N	eH3
Ras85D	ttk
Dref	l(1)G0228
ato	hh
Cds	bbc
ftz	eve
HDAC1	pros
Bub3	Sxl
ct	eIF4A
pbl	CycE
Ssdp	CG4080
bsd	polo
cindr	park
ftz	eIF4E1
pbl	Pitslre
DCTN1-p150	EG165
Jra|kay	Sdc
pnr	EP707
Wee1	Cdk1
rpr	rl
park	Atg1
Snr1	Kdm3
Diap1	Diap2
puc	wg
c(2)M	pch2
shot	klar
w	trx
dgo	dsh
dar1	nudC
trp	Drp1
w	Mow|Wow|Low
N	Pcif1
COX5A	Cul1
Appl	Khc
dpp	Su(dpp)YE28
Dsor1	ER3-4
shi	stnA|stnB
sno	H
dlp	arm
fzr	Adar
peb	Rho1
tor	Su(tor)1-106
Ppt1	MESR4
E(z)	vtd
sd	sd::vg
Chi	pnr
para	ine
sim	sli
cmb	fy
Chi	Fer2LCH
crb	veli
trx|ash1	mod(mdg4)
Chchd2	Pink1
Vps8	lt
eyg	sgg
brat	Wwox
mal	Mocs1
Ras85D|emei	yki
Sdc	ttv
ro	E(ro<up>DOM</up>)1065
Delta	boi
Ras64B	dpp
sens	Delta
lok	ssp2
btl	btl::tor
nbs	tefu
Hecw	Fmr1
mxc	E(z)
Rgk1	dnc
Mical	Rheb
Dref	osa
Rac1	shg
Ras85D	car
CycE	RpS6
pnr	NFAT
cmet	Spc105R
smo	Kdm4B
ct	Lim1
p53	AIF
sev|Ras85D	Taf6
DCTN1-p150	AkhR
Delta	CycG
Myc	p53
Mnat9	puc
Fas2	bsk
Vhl	btl
YME1L	Sod2
Tctp	foxo
Psn	Rap1
tnc	mys
rl	Atg1
gsb	CycE
ND-42	Akt
sha	in
erm	klu
Axn	arm
trx	Pc
N	Phb2
N	sd
dlt	CycE
myo	Smox
Ras85D|shg	egr
SH3PX1	shi
H	tkv
Seipin	mino
ksr	Raf::tor
Snr1	Rab6
H	Tes|CG14478|qkr54B
bw	Usp47
N	B-H1
Dsp1	Ubx
Dref	Ykt6
ari-1	Vps13B
kst	yki
Ras85D	Tak1
aos	Dsor1
Mhc	CanB2
S6KL	wit
w	Pcf11
Syx1A	aop
Pld	CG11426
Tip60	foxo
Phb2	Rbf
twi	hpo
RYBP	Pc
para	CaMKII
trx	CtBP
Nsf2	fz4
enc	CycE
scrib	scrib::α-Cat
Tom40	Atg9
smo	E(smoDN)2038
tefu	p53
wun2	wun
Pi3K92E	ncm
abd-A	su(Hw)
Dsor1	Taf6
mdy	Seipin
rg	Delta
Bx	CG2767
Dg	tw|rt
w	Ufo|Mow
rl	osa
net	Egfr
rl	Ptp61F
mwh	RhoGAPp190
para	Mdr65
arm	aos
dac	dac::Ggal\Dach2
aurA	dap
Dad	Nlg4
nds	mei-41
sky	shrb
fng	Sik3
Atg18a	Tsc1|gig
Delta	tsh
RanGAP	zuc
Tsc1|gig	Doa
Rac1	Rgk1
Dref	Rab6
N	stg
N	Nipped-A
shg	Rho1
Snr1	CG42271
hng1	CG13204
Egfr	dpp|wg
Gdi|rush	sta
Rbf|Axn	Lkb1
Sh	rut
lqf	neur
Urm1	Prx2
Mnat9	egr
lap	BicDR
Polr2B	su(RpII140<up>Z36</up>)S15
TBPH	SF2
fz	N
Hk	para
stx	trx
Lrpprc2	Vps35
CycE	kto
cno	fred
Pink1	Nmdmc
ninaE	Prosap
LamC	Marf
Wnt4|Wnt10|fz	fz2
Lk6	eIF4E1
Doa	CycC
sgg	bsk
Ppt1	IntS8
Ras85D	Jra
dpp|lolal	Trl
Pka-C1	Su(fu)
pygo	CycE
Idh	Sod2
sev|Ras85D	ksr
smi61A	NaCP60E
ptc	en
egr	lncRNA:Hsrω
nej	Tpl
Ras85D	SM3-6
w	Psc
ocm	mle
unc-5	eve|beat-Ia
cact	ea
mod(mdg4)|ct	shep
mthl10	Gbp1
fra	Dscam1|Dscam3
mir-bft	ct
Ras85D	SERCA
ap	Dr
osk	Su(osk)B11
upd3	upd2
para	esg
ci	su(Hw)
eyg	Ras85D
RhoGAP18B	LIMK1
PlexA	Pka-C1
sisA	E(Sxl)
Cds	Pi3K92E
Sirt1	Diap1
lky	nanos
Egfr	step
run	M(2)31A
ftz	E(ftz)1815
Pink1	Marf
puc	park
path	S6k
pnt	Bap170
upd1	Ten-m
Prosβ2	Prosβ6
fzr	CG15765
Nf1	rl
Pi3K59F	Lkb1
ap|Bx	CG8405
anchor	dpp
Dref	SkpA
caup	ago
arm	rho
mam	H
w	Pcf11|Mow
ac	su(sc)r
S-Lap5	loopin-1
spn-A	spn-D
smo	S(smoDN)189
pnr	EP995
Pc	Su(Pc)37D
sev|Ras85D	phyl
Rala	Sec15
H	Eps-15
GckIII	Ccm3
Khc::Ggal\MLCK	robo1
ap	Diap1
trh|jing	tgo
mid	gro
nej	l(3)72Df
Ank2	Dcp-1
smo	E(smoDN)2117
sty	Edem2
N	Drp1
jus	E(sda)B
osp	Dcr-2
csw	csw::Src64B
mrt	E(bx)
pbl	dia
Src42A	Src64B
clu	Pink1
Snr1	aos
bs	osa|brm
rg	rl
stj	cac
brat	Mfe2
futsch	Fmr1
InR	Madm
l(2)gl|Ras85D	puc
peb	MESK2
smo	apt
Fmr1	bsk
rho|brm	Snr1
sgg	Ret
ERp44	RyR
mwh|in	in::mwh
tor	Su(tor)2-113
chb	zip
pbl	CG15625
sev|Ras85D	skd
Pcl|Su(z)12	Tpi
E2f1	Su(E1)-C
jar	slbo
pbl	ovo
Nsf2	brat
lok	EP2161
Mon1	Rab7
vn	aos
rho|vn	dpp
hng1	brwl
N	E(spl)mγ-HLH
Tom40	park
mir-969	kay
Pten	Sesn
Mtl	pk
aub	lok
ssh	Cdc42
trc	LamC
tt	Egfr
Incenp	ord
RhoGAP18B	Mtl|Rac1|Rac2
Ret	Sin3A
Rab23	Vang
bw	Mod(Prat:bw)3-9
N	fra
piwi	Tl
csw	Smurf
Rac1	SNF4Aγ
svp	sty
Src42A	Su(tor)2-164-14
Dad1	wnd
puc	Traf6
Dcp-1	Atg9
twi	fog
puc	foxo
TAF1B	NO66
Raf	Taf6
Jra	aop
bcd|Bin1	HDAC1
msk	Rac1
Cp16	ttk
ey	eyg
da	sc
Rap1	mys
scw	tkv
cpx	para
BicD	Lis-1|stau
hop	BRWD3
Uba1	Ras85D
NT1	spz5
CycB	zip
nmo	Axn
Antp	dachs
Daao2	Daao1
Blos1	cm
fzr	CG10996
sli|robo1	dock
mys	Itgbn
egr	Rab21
Nsf2	Rab5
Nadk1a	Lpin
spz5|NT1	Toll-6
Rbf|psidin	Ras85D
Pvf1	Egfr
Ras85D|dor	bsk
hop	Hipk
dnc|stnA	Su(stn)
Pi3K92E	Pten
kn	ab
wg	gsb
mam	CG14767
H	dap
pan	Rbf
Rbf	rpr
trn	caps::trn
Bx	Kat60
Toll-7	Egfr
Dys	DCTN2-p50
speck	su(sable)
crb	scrib
Pink1	Fer3HCH
Snr1	kibra
bs	osa
Eogt|Dcr-2	crb
ci	Psc
peb	Jra
l(1)sc	Hrb27C
gig	Madm
spin	CDase
mad2|bsk	Myt1
U2af50	Rbfox1
ZnT63C|Zip42C.1	Zip42C.2
wit	CCAP|Pburs
dome	Su(var)2-10
nesd	pav
sev	S
tld	yeti-MBT|spz
dpp	Ubx
peb	rept
Egfr	csw
mir-285	p53
pbl	nemy
Pld	Plc21C
Sod1	Miro
Pc	tou
H	Cul4
E(spl)m4-BFM	N
Cdc42	C3G
ND-75	spi
Utx	Pc
L	nrv1
RacGAP84C	numb
slim	Ask1
Ubqn	Diap1
mys	Lasp
Pvr	Egfr
Jra|kay	dnc
Kr|svp	hb
Csk	HPS4
Delta	E(Delta)KP254
S-Lap1	S-Lap5
Pi3K68D	Egfr
cindr	CG8419
Smox	CG18473
cindr	slpr
Nab2	Arpc2
Stat92E|Csk	Btk
Snr1	CG31637
brm	Bub1
cathD	Hmgcr
Delta|Ser	Yif1
Ras85D|scrib	InR|Mad
ytr	Tsp68C
br	Mef2|twi
N	RpS5a
sens	hid
dom	Atg6
CanA-14F	sra
Hem	Abl
nej	eya
InR	Xbp1
Adf1	Fas2
bi	ap
mthl5	tkv
pnr	Drak
Src64B	cpb|cpa
Dref	stau
gl	rn
stan	tow
Oli	exex
hiw	GluRIIA
cac	Dab
ft	par-1
Lam	PGRP-LB|PGRP-SC2
tor	Su(tor)3-168
hbs	sev
Pi3K21B	Pten
aurA	N
bnl	ptc
csw	rl
vg	salm
Rho1	Mbs
sev|Ras85D	Pss
eys|prom	sqh
Pvr	kuz
hid	Hr4
su(Hw)|w|z	Taf9
baz	Asap
wfs1	Eaat1
E2f1	tara
shg	l(3)09291
Rac1	Act5C
COX5A	p53
Pink1	Tim13
Fmr1	baz
Taz	iPLA2-VIA
fru	Nedd8
gig	hppy
IA-2	Hex-C
N	CtBP
Nf1	HERC2
pnr	EP1581
upd1	upd2
fog	Ptp52F
mir-184	sax
Cdc42	Dlat
trc	vimar
Dcp-1	Dark
SMC1	EcR
Ras85D	edl
ATP7	Cog1
Abl|fax	ena
Bx	eEF5
Mtl	Rac1
cindr	CG32486
N	Xbp1
Dys	dsx-c73A
S6kII	rl
Kr	Rab6
sc	chn
elfless	Dronc
rpr	klu
Snr1	NetB
Ras85D|scrib	Mmp1|Mmp2
fwd	Marf
CG6701	CycE
brat	E(spl)mγ-HLH
pbl	Atu
Pp2B-14D	CE3-3
raw	aop
sev|Ras85D	kto
CdGAPr	Fak
cnc	Keap1
arm	tkv
Khc	DCTN1-p150
mam	sca
Diap1	Strica
E(var)3-4	mod(mdg4)
pnr	EP1371
pil3	pilX
vvl	E(vvl)23
Ero1L	cnc
mts|polo	gwl
Ras85D	hep
eas	su(eas)7
asp	rod
y	su(sable)
Moe	zip
Ras85D	N
Atg9	mTor
Noc1	grnd
rdgA	CG11426
Ras85D	Socs36E
Ras85D|scrib	Timp|Reck
mTor	shi
btl|stumps	Tim10
ima	PGRP-LC
tor	Su(tor)3-91
DNaseII	Orc2
Chi	arm
rpr	Dark
fred	RasGAP1
E2f1	Su(E1)-G
N	Su(var)3-3
scrib	sds22
ap	ap::Lim3
dl	eca
Not1	ash1
Pink1	Ucp4B
tefu	mei-W68
Nsf2	btn
ptc	fu
Mef2	zfh1
fog	Gprk2
vg	E2f1|Dp
Myt1	CycA
Csk	ASPP
ND-42	foxo
tor	Su(tor)2-56
Atg9	chic|ena
ap	ap::Bx
da|Sxl	Mettl14
trc	wts
Egfr	scrib
Snr1	Ndae1
mtm	ex
fzr	tsg
Ask1	Ddc
Sin1	trc
Cdc42	bchs
peb	Rpn6
tkv	yki
Pvr	hep
PGRP-LF	PGRP-LE
mbl	Hsp70Ab
w	Pcf11|Mow|Wow|Low
pbl	ball
Pi3K92E|btl::Egfr	arm|fz
Tpi	Hsc70-4
dom	dco
dx	Delta
dachs	Tao
zip	aPKC
Shrm	Rok
rsh	shi
gfr	yki
trx	htt
RhoGEF2	zip
aos	Pi3K68D
Egfr	eRF1
Raf	spen
Akt	gig|Tsc1
Egfr	rho
tut	Wdr33
Rab32	aux
sli|robo1	β-Spec
ro	Su(ro<up>DOM</up>)519
ttm50	hid
fh	lace
Src42A	14-3-3ζ
Yif1	Ser
trp|Atg1	Pink1
stumps	Egfr::htl
w	E(z)
cav	Sxl
rho	brm
Delta	bs
wake	Rdl
fog	Drp1
smo	S(smoDN)1378
MYPT-75D	sqh
slmb	E2f1
GluRIIA	wg
Chro	grh
Egfr::tor	Socs36E
Gclc	Ctr1A
hid	Strica
CycE	RpS12
sip2	feo
crol	Axn
shrb	Atg6
tra	Doa
gskt	Axn
wg	Coop
fs(1)K10	Cf2
rl	aos
Ras85D|scrib	Timp
w	Pc
stan|pwn	fz
stau|BicD	egl
yki	Mmp1
Pink1	zda|Uch
egr	Cyt-c-d
Delta	aos
wts|hpo	yki
Ras85D	Pka-C1
O-fut1	rumi
kn	spas
Syx5	Ctr1A
Abl	robo2
w	bel
Nsf2	bib
heca	dpp
